	Control_med_T0-1	Control_med_T0-2	Control_med_T0-3	Control_med_T1h-1	Control_med_T1h-2	Control_med_T1h-3	Control_med_T2h-1	Control_med_T2h-2	Control_med_T2h-3	Control_med_T4h-1	Control_med_T4h-2	Control_med_T4h-3	Control_med_T6h-1	Control_med_T6h-2	Control_med_T6h-3	Control_med_T24h-1	Control_med_T24h-2	Control_med_T24h-3	L-Cycloserine_med_T0-1	L-Cycloserine_med_T0-2	L-Cycloserine_med_T0-3	L-Cycloserine_med_T1h-1	L-Cycloserine_med_T1h-2	L-Cycloserine_med_T1h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	L-Cycloserine_med_T4h-1	L-Cycloserine_med_T4h-2	L-Cycloserine_med_T4h-3	L-Cycloserine_med_T6h-1	L-Cycloserine_med_T6h-2	L-Cycloserine_med_T6h-3	L-Cycloserine_med_T24h-1	L-Cycloserine_med_T24h-2	L-Cycloserine_med_T24h-3
L-Proline	0.0009115407477038	0.002210296839483	0.0045303417530757	0.000786297875353	-0.0021762586328028	0.003360643127859	0.0084605786835079	-0.0005669840802165	0.0021019098475389	0.0039041671095044	0.0018198768576637	0.0041380560345788	0.0026091043548174	-0.0010391958844056	0.0020661839926878	-0.0015008216596065	0.0034046724860873	0.0012020103135849	-0.0043664775271145	-0.0016511783114692	-0.0017138788962367	0.0035981581498048	-0.0002134032092254	-0.0038012059527351	0.0022582830613801	-0.0002467131144071	0.0055923727631873	-0.0009296984275105	0.0035338625419719	-0.002976997879157	-0.0025625165519493	2.94995872918784e-05	0.0068673778102713	0.0102248927631051	0.004402263176213	0.0068259358746325
L-Serine	-0.0029552655195286	-0.0028797737200772	-0.002514904347745	-0.0024675204146279	-0.0020639061906848	-0.0019248187913494	-0.0021151182326478	-0.0026684929157966	-0.0023041949086816	-0.001943740676515	-0.0024423498102498	-0.0022111937887804	-0.0020466451955005	-0.0021145444951118	-0.0021787073887744	-0.0019023722502086	-0.0021736431252794	-0.0026350437325101	-0.0021900385255864	-0.0018051823452842	-0.0024081823584488	-0.0018728937771929	-0.0024207041793643	-0.0021021665846562	-0.0024904435391671	-0.002402579635566	-0.0022977956991721	-0.0025678193873328	-0.0023545315219554	-0.0026531018262734	-0.0020953540109693	-0.0022048252816361	-0.002429115732546	-0.0027201466829165	-0.002301854180176	-0.0022571859110212
L-Tryptophan	-0.0043519094064099	-0.002526970090765	-0.0052090370979482	-0.0037325239476102	-0.0048013036263263	-0.0048685126793378	-0.0041602525613302	-0.0052724691961675	-0.0023240665960244	-0.0028421691472919	-0.0033838490292563	-0.0033669561975024	-0.0036415443015602	-0.0042122470140176	-0.0017064634214236	-0.0041001168361915	-0.0037485203151055	-0.0027534998408246	-0.0032253878160444	-0.0030628717704547	-0.0036910559989011	-0.0039652093712258	-0.0044573732376457	-0.0030890442744085	-0.0045229125378011	-0.0050037434319511	-0.003119992307158	-0.0039080438726959	-0.0038338448949239	-0.003769072484981	-0.0035792613095667	-0.003968434472208	-0.0038678427779811	-0.0038873672219982	-0.0032895152540149	-0.0034410145725548
L-Valine	-0.0005534647538474	-0.0007229254157107	-0.0004560692818296	-0.000664232161918	-0.0005343423093606	-0.0005614852720051	-0.0006530300139365	-0.0004648452664164	-0.0006687120713776	-0.0003271856189639	-0.0005104938199942	-0.0005405970912782	-0.0005686842349951	-0.0005414439767996	-0.0005243143404841	-0.0005590279351178	-0.000622408594597	-0.0006725215805456	-0.0007468725848538	-0.00051854403253	-0.000683452261837	-0.0005786757188999	-0.0006342271050211	-0.000366097421196	-0.0005747873022274	-0.00071227344853	-0.0004689203810136	-0.0006838050964108	-0.0007186326589436	-0.0007373505703009	-0.0003635929253784	-0.0007042205456787	-0.0006874398721372	-0.0006492911377525	-0.0005451295500871	-0.0004739524836372
L-Arginine	-0.0009930424440411	-0.0014602677697191	-0.0011941060741729	-0.0014707962176349	-0.0014536366148734	-0.0007752400677326	-0.0006013559877821	-0.0013183388407423	-0.0015016887639606	-0.0010370522010225	-0.001235099540825	-0.0014018070070656	-0.0008539455652305	-0.0015802881909308	-0.001163981694696	-3.5905302627319e-05	-0.0018883258292969	-0.0009736654193207	-0.0008579244909701	-0.0005111182549375	-0.0014957995605843	-0.0008886313000541	-0.0014543851153122	-0.0012850782447329	-0.0016273616730402	-0.0017138485254007	-0.0011111011685736	-0.0013647124427862	-0.0011607504660263	-0.0016815857451944	-0.0012865115075456	-0.0009987953479796	-0.0011890743115913	-0.0015179379716512	-0.0008406227223731	-0.0008388150511192
L-Asparagine	-0.0055080305438463	-0.0018755875650141	-0.0012003878164061	-0.0057737848071162	-0.0023407641432852	0.00176311548386	-0.0031058113542899	-0.0039139820968549	-0.0049626716789621	-0.0026803927566016	-0.0053365916869826	-0.0078151464186416	-0.0039535174097097	-0.0025800254304537	-0.0022924136796963	-0.0058523136974816	-0.0025187961049731	-0.0020402501884741	0.0027504334814913	-0.0010558155138559	-0.0014182084909079	-0.0006008964168961	-0.0016576210934257	-0.0050537769410781	-0.0015598006080202	-0.0032847687989363	-0.0084497212488159	-0.0034518407107852	-0.0032894123179053	0.0027474892266859	0.0021073456213229	-0.0029248813934185	-0.0040988936924984	-0.0059219066287481	-0.0034085747376933	-0.0031385600017549
L-Threonine	-0.00162693813232	-0.0008760771793991	-0.0016676040734957	-0.0012184171701792	-0.0010881730855139	-0.0012384944265231	-0.0012546874600076	-0.0024679304561075	-0.0007646102439918	-0.001247811314567	-0.0011166567789689	-0.0013091930766778	-0.0015429873404423	-0.0017405704656382	-0.0018745996742914	-0.0011254036544349	-0.0017956491985167	-0.0022822281292085	-0.0012836680063914	-0.0012491043008397	-0.0010871610120189	-0.0017945635031235	-0.0020738104061985	-0.0012048803453653	-0.0010338898901905	-0.0019681329686904	-0.0020146088648503	-0.0006684252554494	-0.0010119515886293	-0.0012180393383136	-0.0024752403404028	-0.0017683376772839	-0.0015244105140257	-0.002682467921552	-0.0021999309306239	-0.0017393595367331
L-Lysine	-0.0022988253150324	-0.0016717470012372	-0.0025778810901992	-0.0021281810013966	-0.0020300047794203	-0.0021619040814774	-0.00233974525258	-0.0016371410944905	-0.001901889448236	-0.0020549010239919	-0.0018607278859288	-0.0017938111123957	-0.0018141178586662	-0.0016703389357701	-0.0019242379337794	-0.0021442162252381	-0.0021604892206796	-0.0020312976232684	-0.0019831942194715	-0.0022192735525336	-0.0018212836392932	-0.0020825406975195	-0.0020004689921398	-0.002593820620109	-0.0020605459600992	-0.0022156298810199	-0.0023889474407862	-0.0022061228939872	-0.0021334121701597	-0.0024146953978972	-0.0020870547021142	-0.0017545556682254	-0.0023540328081186	-0.0024842675816663	-0.0025264661917293	-0.0020667279011815
Ile_Leu	-0.0003656293621971	-0.0003373976056399	-0.0002689968952305	-0.0003536697569796	-0.0003556447465113	-0.0003265421549357	-0.0002797588485829	-0.0002623666488824	-0.0002276351034035	-0.0003645607853591	-0.0003104207332323	-0.0003318673808339	-0.0003150062320054	-0.0002973114759608	-0.0003807328842699	-0.0003106818827669	-0.0003568141209556	-0.0003372460456207	-0.000383575512747	-0.0003488070071958	-0.0004004845943695	-0.0002548738667511	-0.0002494365899229	-0.0002918573557666	-0.0003805763989787	-0.0003544222092497	-0.000299274877875	-0.0003253011224577	-0.0003018558056215	-0.0003217233136147	-0.0003016357178683	-0.0004126498454002	-0.0002670860932468	-0.0003098420188909	-0.0003968206264844	-0.000308297046169
L-Tyrosine	-0.0028089435333287	-0.0026564149976653	-0.002563085067711	-0.0026971948144233	-0.0027687919956266	-0.0027297404710816	-0.0027211345096403	-0.0028087151647207	-0.0025268642585774	-0.002559661827517	-0.0027491745199673	-0.0029023257884008	-0.0026846491356649	-0.0026566760803458	-0.0025836692301661	-0.0026370472723907	-0.0024798043321905	-0.0026543028486556	-0.0027845915858403	-0.0029451174617961	-0.0029221940641251	-0.0028056778541657	-0.0028400431874536	-0.0027055648887722	-0.0028045707205411	-0.002791149342635	-0.0028835086201647	-0.0030574719656832	-0.0025603019762457	-0.0028472500226838	-0.0028745921924499	-0.0029036580567858	-0.0030176423463092	-0.0028821643377298	-0.0030412930824056	-0.002910873053494
