metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T1h-1	input_L-Cycloserine_cell_T1h-2	input_L-Cycloserine_cell_T1h-3	input_L-Cycloserine_cell_T2h-1	input_L-Cycloserine_cell_T2h-2	input_L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	geommean_2	geommean_1
Hexose	0.09112640813450033	0.6546536707079772	0.25634538013096164	0.41362967328135564	-0.32611601024018444	1.0652015316685253	('0/3', '0/3')	-1.0074140137417995	3.089127740155533	cell	20856407.683333334	21912210.743333336	23200513.973333333	20107687.48333333	23348729.473333333	27295639.673333336	8.963346698968227	9.417093529021516	9.970760712710026	8.64157322603771	10.034458494841633	11.730700966193243	10.057041443762513	9.441444782762586
L-Phenylalanine	0.16993251509604712	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.34993640054968306	1.125005859091647	('0/3', '0/3')	-1.0337176823479637	2.9540158746680576	cell	377923997.4666667	364670163.3666667	462093491.8666667	347373413.3666667	417141280.8666667	625776369.8666667	4.0099914956705724	3.8693606747057925	4.903078357053756	3.6858321852008156	4.426109482280229	6.639848059868873	4.766928273227556	4.237247508272066
L-Valine	0.17379181192204854	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.3509292322928417	1.1280193469025925	('0/3', '0/3')	-1.0175968298486433	2.8997209015619543	cell	323637960.27666664	316949560.09666663	391895502.0966666	308762091.34666663	357769753.69666666	522326351.89666665	4.394273440398114	4.303460053598237	5.3210568834468805	4.1922926972057475	4.857706200790141	7.092013598767702	5.246674644169213	4.651227533087938
Ile_Leu	0.18290734234895362	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.380426788188524	1.1351691931211167	('0/3', '0/3')	-1.1042006089622913	2.902531165642033	cell	1132442470.1333334	1090672983.1333334	1403544650.1333334	1062112159.1333332	1266905279.1333334	1884534966.1333327	3.99666635565306	3.8492516235244314	4.953452232486723	3.748453492598549	4.471218484339676	6.650984658240582	4.812691107808201	4.239624486791998
L-Threonine	0.05887147149012358	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.4201058200773253	1.0416506250803326	('0/3', '0/3')	-1.2726760741249699	3.029417859268694	cell	234510195.28	245916237.77	268832521.92	226742219.26	250548515.2	308441460.26	8.695666753646107	9.118604205693961	9.968342827771076	8.40762925173885	9.290369619959305	11.437047111007544	9.631046620659609	9.245947142706182
L-Arginine	-0.23601666121825565	-0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.4326080412986801	0.8490864405656299	('0/3', '0/3')	-1.2167135656134964	2.8125079736404075	cell	8717740.0	10772080.1	17375140.1	8830924.400000002	8993576.3	12576185.3	2.832110446428821	3.499498789936155	5.644618420069229	2.8688803801057587	2.921720697105519	4.085593945719255	3.247397456994171	3.824578160535546
L-Proline	0.18619554188841023	0.6546536707079772	0.25634538013096164	0.41362967328135564	-0.44351539317503647	1.1377594285484782	('0/3', '0/3')	-1.3654811158226439	3.07876826111365	cell	9524818.733333332	12724057.653333332	15214286.633333337	12320625.353333334	13734070.333333334	16049194.943333331	4.494638056600876	6.004317285631036	7.179423947135068	5.813942831312424	6.480929130567295	7.573406317714526	6.583645363755145	5.786500378339537
L-Aspartic_acid	-0.11367758152730001	-0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.46061261261478026	0.9242290992809061	('0/3', '0/3')	-1.3779531842120543	2.9915663324757125	cell	28369364.81	34497224.010000005	33739366.11	22993878.01	31233419.71	36297593.61	6.379333352504715	7.757286536716769	7.586869320458722	5.170563876739043	7.023364724702878	8.162130209214755	6.667487592009695	7.214106975421262
L-Serine	0.050880139243646226	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.47188104300737976	1.035896696500808	('0/3', '0/3')	-1.3897416759012406	2.9451102062591366	cell	58055280.156666666	59023710.156666666	68485035.15666667	55146456.156666666	61235459.156666666	77248965.15666667	7.7357370657164966	7.864778211092686	9.125478741617737	7.348142731941469	8.1594888502144	10.293252938200606	8.513949318302817	8.218917337088135
L-Lysine	-0.11858689568687368	-0.2182178902359924	0.41362967328135564		-0.5164760265083207	0.9210894061133084	('0/3', '0/3')	-1.475953474216869	2.8577385947517753	cell	18597176.91333333	21734960.313333336	28745100.013333336	19929114.28333333	18884558.21333333	24125717.21333333	5.237117949648172	6.120743558138589	8.094856544399947	5.612202466010064	5.318046886961457	6.794000361178326	5.87494338714681	6.37825530090192
Hexose-phosphate	0.05540613847865854	1.091089451179962	0.13761676203741713		-0.7199404411058498	1.0391515975792682	('0/3', '0/3')	-1.8959190174311793	2.6334386973997344	cell	684857799.5666667	826514289.5666667	791694749.5666667	688064609.5666667	833172229.5666667	877164929.5666667	9.378388786702248	11.318221607793271	10.841405568462552	9.422302590362092	11.40939491395704	12.011827484101982	10.889541190539289	10.479261366586714
L-Lactic_acid	-0.047900622890080354	-0.2182178902359924	0.41362967328135564		-0.7776155820987395	0.9673429607689399	('0/3', '0/3')	-1.990836478873372	2.5601807946031885	cell	2080013094.0933328	1757371814.0933332	2869430484.093333	1843083224.0933328	1902389044.0933328	2707837374.093333	4.788604881809794	4.045820322967958	6.606001117571147	4.243145079008356	4.37967890178966	6.2339815578817275	4.874894505290831	5.0394686300459375
Fructose_1,6-bisphosphate	2.8951808277451363	1.5491933384829668	0.060667625179241055			7.439371935147323	('1/3', '1/3')	0.610129428115977		cell	41287.14333333333	63455.61333333334			217163.8733333333	667682.2733333333	0.16388514937654652	0.2518806541289014			0.8620100822448785	2.6502974114211058	1.511483737786317	0.20317356773699002
Fumaric_acid	0.7683980311158958	1.7320508075688774	0.0416322583317752			1.7033773025011505	('0/3', '1/3')	0.34513766126821466		cell	3762842.74333334	2242712.7133333385	2643137.4733333364		4164455.023333333	5520814.813333333	3.2337127344665957	1.927343010468638	2.2714601405033266		3.5788503957348103	4.744479210070006	4.120653018456494	2.419107623663848
